#info,log_version="1.00",software_part_number="006-B2304-19",software_version="6.00",serial_number="4JQ014566"
UTC Date (yyyy-mm-dd),UTC Time (hh:mm:ss),GPS Fix Status,GPS Sats,Latitude (WGS84 deg),Longitude (WGS84 deg),GPS Altitude (WGS84 ft),GPS HDOP,GPS VDOP,GPS Velocity E (m/s),GPS Velocity N (m/s),GPS Velocity U (m/s),GPS Ground Speed (kt),GPS Ground Track (deg true),Magnetic Heading (deg),Magnetic Variation (deg),Pressure Altitude (ft),Baro Setting (inch Hg),Baro Altitude (ft),Vertical Speed (fpm),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Turn Rate (deg/sec),Slip/Skid,Lateral Acceleration (G),Normal Acceleration (G),Selected Heading (deg),Selected Track (deg),Selected Altitude (ft),Selected Vertical Speed (fpm),Selected Airspeed (kt),Active Nav Source,Nav Course (deg),Nav Frequency (MHz),Horizontal Deviation,Vertical Deviation,VNAV Deviation,VNAV Flight Path Angle (deg),VNAV Target Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),Attitude Status,Internal Temperature (deg C),Battery Status,Battery Charge (%)
UTC Date,UTC Time,GPS Fix Status,GPS Sats,Latitude,Longitude,AltGPS,GPS HDOP,GPS VDOP,GPS Velocity E (m/s),GPS Velocity N (m/s),GPS Velocity U (m/s),GndSpd,TRK,HDG,MagVar,AltMSL,Baro Setting (inch Hg),AltB,VSpd,IAS,TAS,Pitch,Roll,Turn Rate,Slip/Skid,Lateral Acceleration (G),Normal Acceleration (G),Selected Heading (deg),Selected Track (deg),Selected Altitude (ft),Selected Vertical Speed (fpm),Selected Airspeed (kt),Active Nav Source,Nav Course (deg),Nav Frequency (MHz),Horizontal Deviation,Vertical Deviation,VNAV Deviation,VNAV Flight Path Angle (deg),VNAV Target Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),Attitude Status,Internal Temperature (deg C),Battery Status,Battery Charge (%)
2019-05-09,15:35:39,,,,,,,,,,,,,,,1464,30.05,1583,+-210,1.7,,+2.80,+0.06,+-0.13,+-0.06,+-0.008,+0.998,142,,,,,,,,,,,,,,,080197FE D99 A99,9,00000004,100
2019-05-09,15:35:39,,,,,,,,,,,,,,,1463,30.05,1582,+-133,1.3,,+3.60,+0.29,+-0.09,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FE D99 A99,9,00000004,100
2019-05-09,15:35:41,,,,,,,,,,,,,,,1463,30.05,1582,+-65,1.3,,+4.03,+-0.01,+-0.08,+-0.06,+-0.010,+1.000,142,,,,,,,,,,,,,,,080197FE D99 A99,9,00000004,100
2019-05-09,15:35:42,,,,,,,,,,,,,,,1463,30.05,1582,+-28,0.5,,+4.17,+-0.26,+-0.11,+-0.06,+-0.010,+0.998,142,,,,,,,,,,,,,,,080197FE D99 A99,9,00000004,100
2019-05-09,15:35:43,,,,,,,,,,,,,,,1463,30.05,1582,+-7,0.8,,+4.19,+-0.38,+-0.12,+-0.06,+-0.007,+0.997,142,,,,,,,,,,,,,,,080197FE D99 A99,10,00000004,100
2019-05-09,15:35:44,,,,,,,,,,,,,,,1463,30.05,1582,+-4,0.5,,+4.20,+-0.43,+-0.10,+-0.06,+-0.008,+0.997,142,,,,,,,,,,,,,,,080197FE D99 A99,10,00000004,100
2019-05-09,15:35:45,,,,,,,,,,,,,,,1463,30.05,1582,+-2,2.0,,+4.19,+-0.44,+-0.11,+-0.06,+-0.011,+1.000,142,,,,,,,,,,,,,,,080197FE D99 A99,10,00000004,100
2019-05-09,15:35:46,,,,,,,,,,,,,,,1463,30.05,1582,+-4,2.3,,+4.18,+-0.45,+-0.11,+-0.06,+-0.008,+1.000,142,,,,,,,,,,,,,,,080197FE D99 A99,10,00000004,100
2019-05-09,15:35:47,,,,,,,,,,,,,,,1463,30.05,1582,+-3,3.0,,+4.18,+-0.46,+-0.11,+-0.06,+-0.006,+0.999,142,,,,,,,,,,,,,,,080197FE D99 A99,10,00000004,100
2019-05-09,15:35:48,,,,,,,,,,,,,,,1463,30.05,1582,+-3,2.3,,+4.19,+-0.46,+-0.09,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FE D99 A99,10,00000004,100
2019-05-09,15:35:49,,,,,,,,,,,,,,,1463,30.05,1581,+-2,3.8,,+4.18,+-0.47,+-0.11,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FE D99 A99,10,00000004,100
2019-05-09,15:35:50,,,,,,,,,,,,,,,1463,30.05,1581,+-9,4.5,,+4.16,+-0.47,+-0.10,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FE D99 A99,10,00000004,100
2019-05-09,15:35:51,,,,,,,,,,,,,,,1462,30.05,1581,+-4,2.7,,+4.16,+-0.46,+-0.09,+-0.06,+-0.007,+0.999,142,,,,,,,,,,,,,,,080197FE D99 A99,10,00000004,100
2019-05-09,15:35:52,,,,,,,,,,,,,,,1462,30.05,1581,+7,1.2,,+4.18,+-0.45,+-0.09,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FE D99 A99,10,00000004,100
2019-05-09,15:35:53,,,,,,,,,,,,,178.1,,1463,30.05,1582,+8,0.0,,+4.18,+-0.46,+-0.11,+-0.06,+-0.006,+0.999,142,,,,,,,,,,,,,,,080197FF N3 D11,10,00000004,100
2019-05-09,15:35:55,,,,,,,,,,,,,178.2,,1463,30.05,1581,+-6,0.0,,+4.19,+-0.47,+-0.10,+-0.06,+-0.005,+0.999,142,,,,,,,,,,,,,,,080197FF N7 D21,10,00000004,100
2019-05-09,15:35:56,,,,,,,,,,,,,178.3,,1462,30.05,1581,+-3,0.0,,+4.21,+-0.46,+-0.10,+-0.06,+-0.008,+0.998,142,,,,,,,,,,,,,,,080197FF N11 D28,10,00000004,100
2019-05-09,15:35:57,,,,,,,,,,,,,178.6,,1462,30.05,1581,+-7,0.0,,+4.22,+-0.46,+-0.10,+-0.06,+-0.008,+1.000,142,,,,,,,,,,,,,,,080197FF N15 D40,10,00000004,100
2019-05-09,15:35:58,,,,,,,,,,,,,178.6,,1462,30.05,1581,+-2,0.0,,+4.22,+-0.46,+-0.09,+-0.06,+-0.009,+1.001,142,,,,,,,,,,,,,,,080197FF N19 D47,10,00000004,100
2019-05-09,15:35:59,,,,,,,,,,,,,178.5,,1462,30.05,1581,+0,0.0,,+4.22,+-0.44,+-0.11,+-0.06,+-0.011,+1.000,142,,,,,,,,,,,,,,,080197FF N23 D57,10,00000004,100
2019-05-09,15:36:00,,,,,,,,,,,,,178.1,,1462,30.05,1581,+3,0.0,,+4.23,+-0.44,+-0.11,+-0.06,+-0.009,+0.998,142,,,,,,,,,,,,,,,080197FF N27 D69,10,00000004,100
2019-05-09,15:36:01,,,,,,,,,,,,,178.2,,1462,30.05,1581,+6,0.0,,+4.22,+-0.45,+-0.11,+-0.06,+-0.008,+0.999,142,,,,,,,,,,,,,,,080197FF N31 D79,10,00000004,100
2019-05-09,15:36:02,,,,,,,,,,,,,178.2,,1463,30.05,1581,+6,0.0,,+4.22,+-0.45,+-0.11,+-0.06,+-0.008,+1.001,142,,,,,,,,,,,,,,,080197FF N35 D91,10,00000004,100
2019-05-09,15:36:03,,,,,,,,,,,,,178.2,,1463,30.05,1581,+3,0.0,,+4.22,+-0.44,+-0.10,+-0.06,+-0.007,+0.999,142,,,,,,,,,,,,,,,080197FF N39 D99,10,00000004,100
2019-05-09,15:36:04,,,,,,,,,,,,,178.0,,1463,30.05,1582,+8,0.4,,+4.22,+-0.44,+-0.10,+-0.06,+-0.007,+1.001,142,,,,,,,,,,,,,,,080197FF N43 D99,10,00000004,100
2019-05-09,15:36:05,,,,,,,,,,,,,178.2,,1463,30.05,1582,+5,0.4,,+4.21,+-0.43,+-0.11,+-0.06,+-0.008,+1.000,142,,,,,,,,,,,,,,,080197FF N47 D99,10,00000004,100
2019-05-09,15:36:06,,,,,,,,,,,,,178.1,,1463,30.05,1582,+1,1.0,,+4.20,+-0.43,+-0.12,+-0.06,+-0.009,+0.999,142,,,,,,,,,,,,,,,080197FF N51 D99,10,00000004,100
2019-05-09,15:36:07,,,,,,,,,,,,,178.3,,1463,30.05,1582,+1,0.8,,+4.20,+-0.43,+-0.10,+-0.06,+-0.008,+0.999,142,,,,,,,,,,,,,,,080197FF N55 D99,10,00000004,100
2019-05-09,15:36:08,,,,,,,,,,,,,178.1,,1463,30.05,1582,+-5,1.0,,+4.20,+-0.43,+-0.11,+-0.06,+-0.005,+1.000,142,,,,,,,,,,,,,,,080197FF N59 D99,10,00000004,100
2019-05-09,15:36:09,,,,,,,,,,,,,178.1,,1463,30.05,1582,+-2,1.0,,+4.19,+-0.44,+-0.12,+-0.06,+-0.006,+0.998,142,,,,,,,,,,,,,,,080197FF N63 N2,11,00000004,100
2019-05-09,15:36:10,,,,,,,,,,,,,178.0,,1463,30.05,1582,+-3,0.5,,+4.20,+-0.45,+-0.12,+-0.06,+-0.011,+1.000,142,,,,,,,,,,,,,,,080197FF N67 N6,11,00000004,100
2019-05-09,15:36:11,,,,,,,,,,,,,177.9,,1463,30.05,1582,+1,0.1,,+4.19,+-0.46,+-0.11,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FF N71 N9,11,00000004,100
2019-05-09,15:36:12,,,,,,,,,,,,,178.0,,1463,30.05,1582,+0,0.0,,+4.17,+-0.45,+-0.11,+-0.06,+-0.008,+1.001,142,,,,,,,,,,,,,,,080197FF N75 N13,11,00000004,100
2019-05-09,15:36:13,,,,,,,,,,,,,178.0,,1463,30.05,1582,+-2,0.0,,+4.17,+-0.44,+-0.10,+-0.06,+-0.006,+1.002,142,,,,,,,,,,,,,,,080197FF N78 N16,11,00000004,100
2019-05-09,15:36:14,,,,,,,,,,,,,177.9,,1463,30.05,1582,+1,0.0,,+4.17,+-0.43,+-0.09,+-0.06,+-0.008,+0.999,142,,,,,,,,,,,,,,,080197FF N82 N19,11,00000004,100
2019-05-09,15:36:15,,,,,,,,,,,,,177.8,,1463,30.05,1582,+0,0.0,,+4.17,+-0.42,+-0.11,+-0.06,+-0.006,+1.000,142,,,,,,,,,,,,,,,080197FF N86 N23,11,00000004,100
2019-05-09,15:36:16,,,,,,,,,,,,,177.7,,1463,30.05,1582,+3,0.0,,+4.20,+-0.42,+-0.13,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FF N90 N27,11,00000004,100
2019-05-09,15:36:17,,,,,,,,,,,,,177.7,,1463,30.05,1582,+2,0.0,,+4.23,+-0.43,+-0.10,+-0.06,+-0.009,+1.002,142,,,,,,,,,,,,,,,080197FF N94 N31,11,00000004,100
2019-05-09,15:36:18,,,,,,,,,,,,,177.6,,1463,30.05,1582,+2,0.0,,+4.25,+-0.44,+-0.10,+-0.06,+-0.008,+1.000,142,,,,,,,,,,,,,,,080197FF N98 N34,11,00000004,100
2019-05-09,15:36:19,,,,,,,,,,,,,177.7,,1463,30.05,1582,+2,0.1,,+4.25,+-0.43,+-0.10,+-0.06,+-0.006,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N37,11,00000004,100
2019-05-09,15:36:20,,,,,,,,,,,,,177.6,,1463,30.05,1582,+-4,0.2,,+4.26,+-0.44,+-0.10,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N41,11,00000004,100
2019-05-09,15:36:21,,,,,,,,,,,,,177.6,,1463,30.05,1581,+-6,0.0,,+4.29,+-0.44,+-0.10,+-0.06,+-0.007,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N44,11,00000004,100
2019-05-09,15:36:22,,,,,,,,,,,,,177.6,,1463,30.05,1581,+-1,0.0,,+4.29,+-0.45,+-0.12,+-0.06,+-0.006,+1.001,142,,,,,,,,,,,,,,,080197FF N100 N48,11,00000004,100
2019-05-09,15:36:23,,,,,,,,,,,,,177.6,,1463,30.05,1581,+-6,0.8,,+4.28,+-0.47,+-0.11,+-0.06,+-0.007,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N51,11,00000004,100
2019-05-09,15:36:24,,,,,,,,,,,,,177.6,,1462,30.05,1581,+-7,2.0,,+4.27,+-0.46,+-0.10,+-0.06,+-0.010,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N55,11,00000004,100
2019-05-09,15:36:25,,,,,,,,,,,,,177.5,,1462,30.05,1581,+-5,1.7,,+4.28,+-0.45,+-0.11,+-0.06,+-0.008,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N59,11,00000004,100
2019-05-09,15:36:26,,,,,,,,,,,,,177.5,,1462,30.05,1581,+0,1.0,,+4.29,+-0.47,+-0.12,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N62,11,00000004,100
2019-05-09,15:36:27,,,,,,,,,,,,,177.4,,1462,30.05,1581,+0,0.4,,+4.30,+-0.47,+-0.12,+-0.06,+-0.009,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N65,11,00000004,100
2019-05-09,15:36:28,,,,,,,,,,,,,177.4,,1462,30.05,1581,+-7,0.0,,+4.31,+-0.47,+-0.10,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N69,11,00000004,100
2019-05-09,15:36:29,,,,,,,,,,,,,177.4,,1462,30.05,1581,+-5,0.0,,+4.31,+-0.47,+-0.10,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N72,11,00000004,100
2019-05-09,15:36:30,,,,,,,,,,,,,177.5,,1462,30.05,1581,+-7,0.0,,+4.30,+-0.47,+-0.11,+-0.06,+-0.007,+1.001,142,,,,,,,,,,,,,,,080197FF N100 N76,11,00000004,100
2019-05-09,15:36:31,,,,,,,,,,,,,177.5,,1462,30.05,1581,+-3,0.0,,+4.31,+-0.48,+-0.12,+-0.06,+-0.006,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N79,11,00000004,100
2019-05-09,15:36:32,,,,,,,,,,,,,177.6,,1462,30.05,1581,+0,0.0,,+4.32,+-0.48,+-0.10,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N83,12,00000004,100
2019-05-09,15:36:33,,,,,,,,,,,,,177.6,,1462,30.05,1581,+0,0.0,,+4.31,+-0.47,+-0.11,+-0.06,+-0.007,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N87,12,00000004,100
2019-05-09,15:36:34,,,,,,,,,,,,,177.5,,1462,30.05,1581,+0,0.0,,+4.30,+-0.47,+-0.10,+-0.06,+-0.008,+1.001,142,,,,,,,,,,,,,,,080197FF N100 N90,12,00000004,100
2019-05-09,15:36:35,,,,,,,,,,,,,177.5,,1462,30.05,1581,+-6,0.0,,+4.33,+-0.46,+-0.10,+-0.06,+-0.012,+1.001,142,,,,,,,,,,,,,,,080197FF N100 N93,12,00000004,100
2019-05-09,15:36:36,,,,,,,,,,,,,177.4,,1462,30.05,1581,+-3,0.0,,+4.33,+-0.47,+-0.11,+-0.06,+-0.010,+1.001,142,,,,,,,,,,,,,,,080197FF N100 N97,12,00000004,100
2019-05-09,15:36:37,,,,,,,,,,,,,177.3,,1462,30.05,1581,+1,0.0,,+4.32,+-0.47,+-0.11,+-0.06,+-0.010,+1.002,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:38,,,,,,,,,,,,,177.2,,1462,30.05,1581,+-2,0.0,,+4.32,+-0.48,+-0.11,+-0.06,+-0.006,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:39,,,,,,,,,,,,,177.1,,1462,30.05,1581,+-0,0.0,,+4.33,+-0.47,+-0.08,+-0.06,+-0.008,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:40,,,,,,,,,,,,,177.1,,1462,30.05,1581,+-1,0.0,,+4.34,+-0.46,+-0.09,+-0.06,+-0.010,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:41,,,,,,,,,,,,,177.0,,1462,30.05,1581,+-1,0.2,,+4.31,+-0.46,+-0.10,+-0.06,+-0.006,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:42,,,,,,,,,,,,,176.9,,1462,30.05,1581,+-4,0.3,,+4.32,+-0.46,+-0.09,+-0.06,+-0.007,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:43,,,,,,,,,,,,,176.9,,1462,30.05,1580,+-0,0.3,,+4.32,+-0.46,+-0.11,+-0.06,+-0.006,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:44,,,,,,,,,,,,,176.8,,1462,30.05,1580,+-2,0.2,,+4.29,+-0.47,+-0.12,+-0.06,+-0.006,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:45,,,,,,,,,,,,,176.7,,1462,30.05,1580,+-5,0.1,,+4.27,+-0.48,+-0.09,+-0.06,+-0.008,+1.002,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:46,,,,,,,,,,,,,176.7,,1461,30.05,1580,+-7,0.0,,+4.28,+-0.47,+-0.09,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:47,,,,,,,,,,,,,176.6,,1461,30.05,1580,+-2,0.0,,+4.28,+-0.47,+-0.10,+-0.06,+-0.008,+1.002,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:48,,,,,,,,,,,,,176.5,,1461,30.05,1580,+-2,0.0,,+4.27,+-0.47,+-0.12,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:49,,,,,,,,,,,,,176.5,,1461,30.05,1580,+-2,0.0,,+4.28,+-0.49,+-0.09,+-0.06,+-0.005,+1.001,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:50,,,,,,,,,,,,,176.4,,1461,30.05,1580,+5,0.0,,+4.28,+-0.50,+-0.10,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:51,,,,,,,,,,,,,176.3,,1461,30.05,1580,+-0,0.0,,+4.29,+-0.49,+-0.11,+-0.06,+-0.011,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:52,,,,,,,,,,,,,176.3,,1461,30.05,1580,+4,0.0,,+4.29,+-0.48,+-0.11,+-0.06,+-0.007,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:53,,,,,,,,,,,,,176.2,,1461,30.05,1580,+3,0.0,,+4.30,+-0.49,+-0.10,+-0.06,+-0.003,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:54,,,,,,,,,,,,,176.1,,1462,30.05,1580,+-1,0.0,,+4.30,+-0.49,+-0.11,+-0.06,+-0.005,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:55,,,,,,,,,,,,,176.1,,1461,30.05,1580,+-3,0.0,,+4.29,+-0.50,+-0.10,+-0.06,+-0.007,+0.997,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:56,,,,,,,,,,,,,176.0,,1461,30.05,1580,+1,0.0,,+4.27,+-0.49,+-0.10,+-0.06,+-0.010,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:57,,,,,,,,,,,,,176.0,,1461,30.05,1580,+2,0.0,,+4.27,+-0.48,+-0.09,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:58,,,,,,,,,,,,,175.9,,1461,30.05,1580,+-0,0.0,,+4.27,+-0.48,+-0.11,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:36:59,,,,,,,,,,,,,175.8,,1462,30.05,1580,+8,0.0,,+4.27,+-0.48,+-0.11,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:37:00,,,,,,,,,,,,,175.8,,1462,30.05,1581,+4,0.0,,+4.28,+-0.47,+-0.10,+-0.06,+-0.011,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:37:01,,,,,,,,,,,,,175.8,,1462,30.05,1581,+-0,0.1,,+4.27,+-0.48,+-0.08,+-0.06,+-0.009,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:37:02,,,,,,,,,,,,,175.7,,1462,30.05,1581,+-5,0.1,,+4.27,+-0.47,+-0.07,+-0.06,+-0.009,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N100,12,00000004,100
2019-05-09,15:37:03,,,,,,,,,,,,,175.7,,1462,30.05,1580,+-5,0.2,,+4.26,+-0.47,+-0.09,+-0.06,+-0.008,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N99,13,00000004,100
2019-05-09,15:37:04,,,,,,,,,,,,,175.6,,1462,30.05,1580,+5,0.2,,+4.27,+-0.47,+-0.09,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N99,13,00000004,100
2019-05-09,15:37:05,,,,,,,,,,,,,175.6,,1462,30.05,1581,+8,0.1,,+4.27,+-0.47,+-0.10,+-0.06,+-0.008,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N98,13,00000004,100
2019-05-09,15:37:06,,,,,,,,,,,,,175.5,,1462,30.05,1581,+3,0.1,,+4.25,+-0.47,+-0.09,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N98,13,00000004,100
2019-05-09,15:37:07,,,,,,,,,,,,,175.5,,1462,30.05,1581,+4,0.0,,+4.26,+-0.47,+-0.09,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N97,13,00000004,100
2019-05-09,15:37:08,,,,,,,,,,,,,175.4,,1462,30.05,1581,+1,0.0,,+4.26,+-0.46,+-0.09,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N96,13,00000004,100
2019-05-09,15:37:09,,,,,,,,,,,,,175.4,,1462,30.05,1581,+-4,0.0,,+4.25,+-0.47,+-0.11,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N96,13,00000004,100
2019-05-09,15:37:10,,,,,,,,,,,,,175.3,,1462,30.05,1581,+-4,0.0,,+4.25,+-0.48,+-0.11,+-0.06,+-0.011,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N95,13,00000004,100
2019-05-09,15:37:11,,,,,,,,,,,,,175.3,,1462,30.05,1581,+-1,0.0,,+4.25,+-0.48,+-0.09,+-0.06,+-0.008,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N95,13,00000004,100
2019-05-09,15:37:12,,,,,,,,,,,,,175.2,,1462,30.05,1581,+-0,0.0,,+4.23,+-0.49,+-0.09,+-0.06,+-0.008,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N94,13,00000004,100
2019-05-09,15:37:13,,,,,,,,,,,,,175.1,,1462,30.05,1581,+-1,0.0,,+4.23,+-0.49,+-0.11,+-0.06,+-0.009,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N94,13,00000004,100
2019-05-09,15:37:14,,,,,,,,,,,,,175.1,,1462,30.05,1581,+3,0.0,,+4.23,+-0.48,+-0.10,+-0.06,+-0.008,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N93,13,00000004,100
2019-05-09,15:37:15,,,,,,,,,,,,,175.0,,1462,30.05,1581,+-4,0.0,,+4.23,+-0.49,+-0.11,+-0.06,+-0.008,+1.001,142,,,,,,,,,,,,,,,080197FF N100 N92,13,00000004,100
2019-05-09,15:37:16,,,,,,,,,,,,,175.0,,1462,30.05,1581,+1,0.0,,+4.22,+-0.50,+-0.10,+-0.06,+-0.006,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N92,13,00000004,100
2019-05-09,15:37:17,,,,,,,,,,,,,174.9,,1462,30.05,1581,+-7,0.0,,+4.21,+-0.50,+-0.10,+-0.06,+-0.008,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N91,13,00000004,100
2019-05-09,15:37:18,,,,,,,,,,,,,174.9,,1462,30.05,1580,+-1,0.0,,+4.22,+-0.49,+-0.08,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N91,13,00000004,100
2019-05-09,15:37:19,,,,,,,,,,,,,174.8,,1462,30.05,1580,+-2,0.0,,+4.23,+-0.49,+-0.09,+-0.06,+-0.007,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N90,13,00000004,100
2019-05-09,15:37:20,,,,,,,,,,,,,174.7,,1462,30.05,1580,+-1,0.0,,+4.23,+-0.48,+-0.11,+-0.06,+-0.008,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N89,13,00000004,100
2019-05-09,15:37:21,,,,,,,,,,,,,174.7,,1462,30.05,1580,+-0,0.0,,+4.23,+-0.48,+-0.11,+-0.06,+-0.008,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N92,13,00000000,100
2019-05-09,15:37:22,,,,,,,,,,,,,174.6,,1462,30.05,1580,+-11,0.0,,+4.21,+-0.48,+-0.10,+-0.07,+-0.053,+0.970,142,,,,,,,,,,,,,,,080197FF N100 N96,13,00000004,100
2019-05-09,15:37:23,,,,,,,,,,,,,174.6,,1461,30.05,1580,+-38,0.2,,+4.13,+-0.47,+-0.10,+-0.07,+-0.004,+0.994,142,,,,,,,,,,,,,,,080197FF N100 N99,13,00000004,100
2019-05-09,15:37:24,,,,,,,,,,,,,174.5,,1461,30.05,1580,+113,0.3,,+3.20,+-0.43,+-0.09,+-0.07,+0.000,+0.990,142,,,,,,,,,,,,,,,080197FF N100 N100,13,00000004,100
2019-05-09,15:37:25,,,,,,,,,,,,,174.5,,1464,30.05,1583,+67,3.3,,+3.37,+-0.45,+-0.08,+-0.06,+0.004,+1.004,142,,,,,,,,,,,,,,,080197FF N100 N100,13,00000004,100
2019-05-09,15:37:26,,,,,,,,,,,,,174.4,,1464,30.05,1583,+11,4.1,,+3.34,+-0.46,+-0.10,+-0.06,+-0.002,+1.004,142,,,,,,,,,,,,,,,080197FF N100 N100,13,00000004,100
2019-05-09,15:37:27,,,,,,,,,,,,,174.4,,1464,30.05,1582,+-14,3.2,,+3.27,+-0.45,+-0.11,+-0.06,+-0.018,+1.005,142,,,,,,,,,,,,,,,080197FF N100 N100,13,00000004,100
2019-05-09,15:37:28,,,,,,,,,,,,,174.3,,1463,30.05,1582,+-3,3.4,,+3.26,+-0.45,+-0.08,+-0.07,+-0.031,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N100,13,00000004,100
2019-05-09,15:37:29,,,,,,,,,,,,,174.3,,1463,30.05,1582,+-17,3.8,,+3.26,+-0.44,+-0.08,+-0.06,+-0.006,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N99,13,00000004,100
2019-05-09,15:37:30,,,,,,,,,,,,,174.2,,1463,30.05,1582,+-29,5.0,,+3.24,+-0.44,+-0.11,+-0.06,+-0.003,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N98,13,00000004,100
2019-05-09,15:37:31,,,,,,,,,,,,,174.2,,1462,30.05,1581,+1,4.2,,+3.20,+-0.45,+-0.10,+-0.06,+-0.007,+1.014,142,,,,,,,,,,,,,,,080197FF N100 N98,13,00000004,100
