#info,log_version="1.00",software_part_number="006-B2304-19",software_version="6.00",serial_number="4JQ014566"
UTC Date (yyyy-mm-dd),UTC Time (hh:mm:ss),GPS Fix Status,GPS Sats,Latitude (WGS84 deg),Longitude (WGS84 deg),GPS Altitude (WGS84 ft),GPS HDOP,GPS VDOP,GPS Velocity E (m/s),GPS Velocity N (m/s),GPS Velocity U (m/s),GPS Ground Speed (kt),GPS Ground Track (deg true),Magnetic Heading (deg),Magnetic Variation (deg),Pressure Altitude (ft),Baro Setting (inch Hg),Baro Altitude (ft),Vertical Speed (fpm),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Turn Rate (deg/sec),Slip/Skid,Lateral Acceleration (G),Normal Acceleration (G),Selected Heading (deg),Selected Track (deg),Selected Altitude (ft),Selected Vertical Speed (fpm),Selected Airspeed (kt),Active Nav Source,Nav Course (deg),Nav Frequency (MHz),Horizontal Deviation,Vertical Deviation,VNAV Deviation,VNAV Flight Path Angle (deg),VNAV Target Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),Attitude Status,Internal Temperature (deg C),Battery Status,Battery Charge (%)
UTC Date,UTC Time,GPS Fix Status,GPS Sats,Latitude,Longitude,AltGPS,GPS HDOP,GPS VDOP,GPS Velocity E (m/s),GPS Velocity N (m/s),GPS Velocity U (m/s),GndSpd,TRK,HDG,MagVar,AltMSL,Baro Setting (inch Hg),AltB,VSpd,IAS,TAS,Pitch,Roll,Turn Rate,Slip/Skid,Lateral Acceleration (G),Normal Acceleration (G),Selected Heading (deg),Selected Track (deg),Selected Altitude (ft),Selected Vertical Speed (fpm),Selected Airspeed (kt),Active Nav Source,Nav Course (deg),Nav Frequency (MHz),Horizontal Deviation,Vertical Deviation,VNAV Deviation,VNAV Flight Path Angle (deg),VNAV Target Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),Attitude Status,Internal Temperature (deg C),Battery Status,Battery Charge (%)
2019-05-09,18:56:39,3DDiff (nav),13,+44.3986168,-88.1340637,1875,1.1,1.1,-10.6,+56.8,-4.2,112.4,350,347.1,-2.0,2262,29.66,2020,+-868,117.6,,+-2.74,+-1.26,+0.62,+-0.01,+-0.024,+1.111,30,,900,,,LOC,2,109.900,+0.07,-0.40,,,,,,680017FF N100 N92,34,00000004,100
2019-05-09,18:56:40,3DDiff (nav),13,+44.3991241,-88.1341934,1861,1.1,1.1,-10.8,+56.5,-4.3,111.9,349,347.0,-2.0,2248,29.66,2005,+-825,117.1,,+-1.70,+0.37,+-0.58,+-0.05,+0.008,+1.043,30,,900,,,LOC,2,109.900,+0.10,-0.41,,,,,,680017FF N100 N95,34,00000004,100
2019-05-09,18:56:41,3DDiff (nav),13,+44.3996315,-88.1343384,1847,1.1,1.1,-11.0,+56.3,-3.6,111.6,349,346.4,-2.0,2234,29.66,1992,+-772,116.4,,+-0.85,+0.18,+-0.10,+0.01,+0.002,+1.026,30,,900,,,LOC,2,109.900,+0.13,-0.44,,,,,,680017FF N100 N98,34,00000004,100
2019-05-09,18:56:42,3DDiff (nav),13,+44.4001350,-88.1344757,1836,1.1,1.1,-11.0,+55.9,-3.0,110.9,349,346.7,-2.0,2223,29.66,1981,+-633,115.7,,+-1.48,+-0.47,+-0.25,+-0.04,+0.001,+0.985,30,,900,,,LOC,2,109.900,+0.17,-0.45,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:43,3DDiff (nav),13,+44.4006348,-88.1346130,1827,1.1,1.1,-11.1,+55.5,-2.3,110.1,348,346.2,-2.0,2214,29.66,1972,+-572,116.0,,+-1.82,+-0.13,+-0.13,+-0.02,+-0.026,+0.973,30,,900,,,LOC,2,109.900,+0.22,-0.44,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:44,3DDiff (nav),13,+44.4011307,-88.1347504,1818,1.1,1.1,-11.0,+55.0,-2.5,109.3,348,345.6,-2.0,2206,29.66,1963,+-553,115.9,,+-2.11,+3.94,+-0.74,+-0.02,+0.041,+0.957,30,,900,,,LOC,2,109.900,+0.24,-0.41,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:45,3DDiff (nav),13,+44.4016266,-88.1348801,1809,1.1,1.1,-10.8,+54.7,-2.9,108.5,350,347.3,-2.0,2196,29.66,1953,+-607,115.7,,+-3.01,+6.14,+1.90,+0.03,+-0.024,+0.937,30,,900,,,LOC,2,109.900,+0.25,-0.40,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:46,3DDiff (nav),13,+44.4021149,-88.1350098,1798,1.1,1.1,-10.6,+54.5,-3.5,108.0,350,348.5,-2.0,2185,29.66,1942,+-682,115.5,,+-3.60,+7.92,+0.51,+0.02,+0.044,+0.855,30,,900,,,LOC,2,109.900,+0.27,-0.40,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:47,3DDiff (nav),13,+44.4026031,-88.1351395,1786,1.1,1.1,-9.7,+54.6,-4.4,107.8,352,350.4,-2.0,2172,29.66,1929,+-823,115.2,,+-4.24,+6.28,+2.00,+0.01,+-0.008,+0.996,30,,900,,,LOC,2,109.900,+0.29,-0.42,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:48,3DDiff (nav),13,+44.4031029,-88.1352615,1771,1.1,1.1,-8.8,+54.8,-5.3,107.8,352,351.6,-2.0,2156,29.66,1913,+-944,115.2,,+-4.47,+4.54,+0.95,+-0.02,+-0.001,+0.972,30,,900,,,LOC,2,109.900,+0.33,-0.45,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:49,3DDiff (nav),13,+44.4035912,-88.1353607,1754,1.1,1.1,-7.8,+55.1,-5.8,108.1,353,352.4,-2.0,2138,29.66,1896,+-1069,115.6,,+-4.04,+1.81,+0.83,+-0.02,+0.006,+1.131,30,,900,,,LOC,2,109.900,+0.36,-0.50,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:50,3DDiff (nav),13,+44.4040909,-88.1354370,1735,1.1,1.1,-7.1,+55.3,-6.1,108.4,353,352.5,-2.0,2119,29.66,1876,+-1127,115.7,,+-3.64,+-3.39,+0.21,+-0.04,+-0.026,+1.095,30,,900,,,LOC,2,109.900,+0.39,-0.54,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:51,3DDiff (nav),13,+44.4045906,-88.1355286,1716,1.1,1.1,-6.9,+55.5,-5.7,108.7,352,351.6,-2.0,2100,29.66,1857,+-1113,115.5,,+-3.55,+-4.35,+-1.17,+-0.12,+-0.038,+1.126,30,,900,,,LOC,2,109.900,+0.42,-0.58,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:52,3DDiff (nav),13,+44.4050903,-88.1356201,1698,1.1,1.1,-7.3,+55.6,-5.1,108.9,350,349.0,-2.0,2082,29.66,1840,+-1058,114.7,,+-3.81,+-3.32,+-1.44,+0.02,+0.010,+0.979,30,,900,,,LOC,2,109.900,+0.44,-0.61,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:53,3DDiff (nav),13,+44.4055901,-88.1357269,1682,1.1,1.1,-8.0,+55.6,-4.2,109.1,352,350.6,-2.0,2066,29.66,1823,+-970,113.3,,+-3.55,+2.22,+0.46,+-0.08,+-0.034,+1.088,30,,900,,,LOC,2,109.900,+0.44,-0.62,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:54,3DDiff (nav),13,+44.4060898,-88.1358337,1667,1.1,1.1,-9.0,+55.4,-4.5,109.2,350,348.9,-2.0,2051,29.66,1808,+-921,112.5,,+-2.63,+3.65,+-0.66,+0.06,+0.014,+1.121,30,,900,,,LOC,2,109.900,+0.45,-0.66,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:55,3DDiff (nav),13,+44.4065895,-88.1359406,1652,1.1,1.1,-8.7,+55.7,-4.2,109.6,353,351.5,-2.0,2036,29.66,1794,+-825,112.1,,+-1.91,+1.26,+1.80,+0.01,+-0.016,+0.988,30,,900,,,LOC,2,109.900,+0.48,-0.67,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:56:56,3DDiff (nav),13,+44.4070930,-88.1360550,1640,1.1,1.1,-8.7,+55.9,-3.1,109.9,351,350.8,-2.0,2025,29.66,1782,+-679,111.8,,+-0.18,+0.63,+-0.70,+-0.01,+0.028,+1.078,30,,900,,,LOC,2,109.900,+0.52,-0.69,,,,,,680017FF N99 N100,34,00000004,100
2019-05-09,18:56:57,3DDiff (nav),13,+44.4076004,-88.1361618,1631,1.1,1.1,-8.2,+55.8,-2.4,109.7,352,351.6,-2.0,2015,29.66,1773,+-536,112.0,,+0.44,+-1.56,+0.86,+-0.01,+-0.021,+1.095,30,,900,,,LOC,2,109.900,+0.54,-0.69,,,,,,680017FF N98 N100,34,00000004,100
2019-05-09,18:56:58,3DDiff (nav),13,+44.4080925,-88.1362610,1624,1.1,1.1,-8.4,+55.4,-1.4,109.1,351,350.4,-2.0,2009,29.66,1767,+-355,112.0,,+1.19,+-3.90,+-1.66,+-0.05,+0.011,+0.974,30,,900,,,LOC,2,109.900,+0.56,-0.68,,,,,,680017FF N98 N100,34,00000004,100
2019-05-09,18:56:59,3DDiff (nav),13,+44.4085922,-88.1363754,1622,1.1,1.1,-8.4,+55.0,-0.5,108.3,349,347.9,-2.0,2006,29.66,1763,+-225,112.2,,+3.09,+-8.03,+-2.06,+-0.04,+-0.007,+1.162,30,,900,,,LOC,2,109.900,+0.60,-0.67,,,,,,680017FF N97 N100,34,00000004,100
2019-05-09,18:57:00,3DDiff (nav),13,+44.4090805,-88.1364822,1620,1.1,1.1,-8.9,+54.3,-0.5,107.1,348,346.3,-2.0,2004,29.66,1761,+-101,112.2,,+2.79,+-4.35,+-1.13,+-0.00,+0.011,+1.020,30,,900,,,LOC,2,109.900,+0.64,-0.65,,,,,,620017FF N97 N100,34,00000004,100
2019-05-09,18:57:01,3DDiff (nav),13,+44.4095573,-88.1366119,1620,1.1,1.1,-10.2,+53.2,+0.6,105.5,348,345.4,-2.0,2004,29.66,1761,+23,112.1,,+3.51,+2.09,+-1.59,+0.02,+0.017,+1.089,30,,900,,,LOC,2,109.900,+0.67,-0.62,,,,,,620017FF N96 N100,34,00000004,100
2019-05-09,18:57:02,3DDiff (nav),13,+44.4100266,-88.1367340,1623,1.1,1.1,-10.9,+52.1,+0.9,103.9,347,344.6,-2.0,2006,29.66,1763,+102,110.5,,+2.52,+5.22,+-0.12,+0.10,+0.074,+0.810,30,,900,,,LOC,2,109.900,+0.68,-0.58,,,,,,680017FF N95 N100,34,00000004,100
2019-05-09,18:57:03,3DDiff (nav),13,+44.4104881,-88.1368866,1627,1.1,1.1,-10.9,+51.5,+1.7,102.5,350,347.2,-2.0,2009,29.66,1766,+159,109.1,,+2.63,+4.98,+1.53,+0.06,+-0.034,+1.052,30,,900,,,LOC,2,109.900,+0.71,-0.54,,,,,,680017FF N95 N100,34,00000004,100
2019-05-09,18:57:04,3DDiff (nav),13,+44.4109497,-88.1370239,1630,1.1,1.1,-10.6,+50.9,+0.9,101.3,348,346.2,-2.0,2012,29.66,1769,+150,107.1,,+2.03,+8.28,+-0.61,+0.04,+0.013,+0.870,30,,900,,,LOC,2,109.900,+0.75,-0.48,,,,,,680017FF N94 N100,34,00000004,100
2019-05-09,18:57:05,3DDiff (nav),13,+44.4114037,-88.1371307,1632,1.1,1.1,-9.4,+50.8,+0.6,100.6,349,346.5,-2.0,2013,29.66,1771,+84,105.1,,+1.48,+9.80,+0.80,+0.18,+0.038,+0.910,30,,900,,,LOC,2,109.900,+0.80,-0.42,,,,,,680017FF N93 N100,34,00000004,100
2019-05-09,18:57:06,3DDiff (nav),13,+44.4118652,-88.1372375,1633,1.1,1.1,-8.4,+50.8,-0.3,100.2,352,349.3,-2.0,2013,29.66,1771,+-19,103.9,,+1.18,+2.95,+2.11,+0.16,+0.007,+1.052,30,,900,,,LOC,2,109.900,+0.83,-0.39,,,,,,680017FF N95 N100,34,00000004,100
2019-05-09,18:57:07,3DDiff (nav),13,+44.4123230,-88.1373291,1630,1.1,1.1,-7.5,+50.9,-1.1,100.0,353,350.3,-2.0,2011,29.66,1769,+-109,103.9,,+-0.39,+-1.65,+0.52,+0.08,+0.009,+0.875,30,,900,,,LOC,2,109.900,+0.85,-0.37,,,,,,620017FF N99 N100,34,00000004,100
2019-05-09,18:57:08,3DDiff (nav),13,+44.4127769,-88.1374207,1627,1.1,1.1,-7.0,+51.0,-1.2,100.0,350,348.0,-2.0,2008,29.66,1766,+-215,104.2,,+-0.29,+-3.92,+-2.00,+0.08,+0.025,+0.962,30,,900,,,LOC,2,109.900,+0.85,-0.36,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:09,3DDiff (nav),13,+44.4132385,-88.1375046,1622,1.1,1.1,-7.0,+50.9,-1.9,100.0,350,346.8,-2.0,2003,29.66,1760,+-334,104.8,,+-0.82,+-5.84,+-0.84,+0.11,+0.004,+0.929,30,,900,,,LOC,2,109.900,+0.86,-0.33,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:10,3DDiff (nav),13,+44.4136963,-88.1376114,1615,1.1,1.1,-8.0,+50.7,-2.5,99.8,351,346.6,-2.0,1996,29.66,1753,+-430,105.5,,+-0.74,+1.31,+-0.55,+0.07,+0.013,+0.996,30,,900,,,LOC,2,109.900,+0.90,-0.32,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:11,3DDiff (nav),13,+44.4141502,-88.1377258,1606,1.1,1.1,-9.0,+50.5,-3.0,99.8,350,346.3,-2.0,1987,29.66,1744,+-543,106.0,,+-1.02,+10.16,+-0.09,+0.13,+0.050,+0.962,30,,900,,,LOC,2,109.900,+0.94,-0.31,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:12,3DDiff (nav),13,+44.4146080,-88.1378326,1597,1.1,1.1,-9.1,+50.6,-3.2,100.0,352,349.2,-2.0,1976,29.66,1734,+-628,106.1,,+-2.32,+12.43,+2.67,+0.17,+0.006,+0.969,30,,900,,,LOC,2,109.900,+0.96,-0.32,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:13,3DDiff (nav),13,+44.4150658,-88.1379471,1585,1.1,1.1,-8.5,+51.1,-3.6,100.6,353,351.2,-2.0,1965,29.66,1722,+-701,107.0,,+-2.62,+14.49,+1.40,+0.12,+0.022,+1.033,30,,900,,,LOC,2,109.900,+0.99,-0.34,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:14,3DDiff (nav),13,+44.4155273,-88.1380234,1572,1.1,1.1,-6.8,+51.9,-4.3,101.6,354,352.7,-2.0,1952,29.66,1709,+-803,108.1,,+-3.09,+14.25,+2.12,+0.18,+0.031,+0.989,30,,900,,,LOC,2,109.900,+1.03,-0.36,,,,,,680017FF N99 N100,34,00000004,100
2019-05-09,18:57:15,3DDiff (nav),13,+44.4160080,-88.1380768,1558,1.1,1.1,-4.9,+52.8,-4.7,102.8,357,355.8,-2.0,1937,29.66,1694,+-894,109.8,,+-3.26,+13.63,+2.57,+0.14,+-0.005,+1.040,30,,900,,,LOC,2,109.900,+1.05,-0.38,,,,,,680017FF N98 N100,34,00000004,100
2019-05-09,18:57:16,3DDiff (nav),13,+44.4164886,-88.1381302,1541,1.1,1.1,-3.1,+53.5,-5.3,104.0,358,356.9,-2.0,1921,29.66,1678,+-955,111.2,,+-2.92,+13.49,+1.27,+0.12,+0.019,+1.030,30,,900,,,LOC,2,109.900,+1.07,-0.42,,,,,,680017FF N98 N100,34,00000004,100
2019-05-09,18:57:17,3DDiff (nav),13,+44.4169769,-88.1381378,1523,1.1,1.1,-0.9,+54.2,-5.5,105.2,360,358.9,-2.0,1904,29.66,1661,+-1026,112.2,,+-3.08,+13.69,+2.35,+0.16,+0.007,+1.005,30,,900,,,LOC,2,109.900,+1.09,-0.47,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:18,3DDiff (nav),13,+44.4174652,-88.1381302,1506,1.1,1.1,+1.1,+54.8,-5.4,106.4,4,2.8,-2.0,1886,29.66,1644,+-1040,113.7,,+-3.40,+15.37,+3.22,+0.15,+0.024,+1.074,30,,900,,,LOC,2,109.900,+1.10,-0.50,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:19,3DDiff (nav),13,+44.4179688,-88.1380768,1488,1.1,1.1,+3.1,+55.3,-5.3,107.5,5,4.9,-2.0,1869,29.66,1626,+-1027,114.4,,+-3.51,+13.30,+2.08,+0.13,+0.020,+1.091,30,,900,,,LOC,2,109.900,+1.10,-0.53,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:20,3DDiff (nav),13,+44.4184685,-88.1380081,1471,1.1,1.1,+5.6,+55.8,-4.9,108.8,7,7.1,-2.0,1852,29.66,1610,+-989,114.7,,+-3.54,+11.93,+2.13,+0.10,+0.010,+0.987,30,,900,,,LOC,2,109.900,+1.09,-0.56,,,,,,680017FF N100 N99,34,00000004,100
2019-05-09,18:57:21,3DDiff (nav),13,+44.4189758,-88.1379166,1455,1.1,1.1,+7.8,+56.1,-4.8,109.9,8,8.2,-2.0,1836,29.66,1594,+-949,115.1,,+-2.99,+13.56,+1.06,+0.06,+0.018,+0.982,30,,900,,,LOC,2,109.900,+1.07,-0.60,,,,,,680017FF N100 N98,34,00000004,100
2019-05-09,18:57:22,3DDiff (nav),13,+44.4194794,-88.1378021,1439,1.1,1.1,+9.8,+56.3,-4.8,110.9,10,9.5,-2.0,1821,29.66,1578,+-951,115.0,,+-2.47,+13.15,+2.03,+0.15,+0.010,+1.005,30,,900,,,LOC,2,109.900,+1.04,-0.64,,,,,,680017FF N100 N98,34,00000004,100
2019-05-09,18:57:23,3DDiff (nav),13,+44.4199905,-88.1376419,1424,1.1,1.1,+11.8,+56.4,-4.7,111.8,13,11.5,-2.0,1805,29.66,1563,+-924,115.0,,+-2.37,+15.30,+1.18,+0.11,+0.053,+1.045,30,,900,,,LOC,2,109.900,+1.02,-0.66,,,,,,680017FF N100 N97,34,00000004,100
2019-05-09,18:57:24,3DDiff (nav),13,+44.4204979,-88.1374741,1409,1.1,1.1,+13.9,+56.3,-4.6,112.6,15,13.5,-2.0,1790,29.66,1548,+-918,115.1,,+-2.41,+12.24,+2.27,+0.11,+0.013,+0.997,30,,900,,,LOC,2,109.900,+1.00,-0.68,,,,,,680017FF N100 N97,34,00000004,100
2019-05-09,18:57:25,3DDiff (nav),13,+44.4210014,-88.1372757,1395,1.1,1.1,+16.1,+56.1,-4.2,113.3,18,16.3,-2.0,1775,29.66,1533,+-857,116.0,,+-2.52,+9.06,+2.75,+0.14,+-0.008,+1.044,30,,900,,,LOC,2,109.900,+0.96,-0.70,,,,,,680017FF N100 N96,34,00000004,100
2019-05-09,18:57:26,3DDiff (nav),13,+44.4215012,-88.1370392,1382,1.1,1.1,+18.1,+55.9,-3.6,114.0,19,17.4,-2.0,1762,29.66,1520,+-774,116.1,,+-1.55,+1.75,+0.45,+0.07,+0.005,+1.040,30,,900,,,LOC,2,109.900,+0.90,-0.73,,,,,,620017FF N100 N96,34,00000004,100
2019-05-09,18:57:27,3DDiff (nav),13,+44.4220085,-88.1367874,1370,1.1,1.1,+19.6,+55.6,-3.4,114.5,18,16.3,-2.0,1751,29.66,1508,+-705,116.2,,+-1.14,+-3.11,+-0.56,+0.08,+0.014,+1.017,30,,900,,,LOC,2,109.900,+0.85,-0.76,,,,,,680017FF N100 N95,34,00000004,100
2019-05-09,18:57:28,3DDiff (nav),13,+44.4225006,-88.1365433,1360,1.1,1.1,+20.0,+55.4,-3.0,114.5,19,16.0,-2.0,1740,29.66,1497,+-668,116.0,,+-0.94,+-4.17,+-0.16,+0.13,+0.017,+0.917,30,,900,,,LOC,2,109.900,+0.80,-0.75,,,,,,680017FF N100 N95,34,00000004,100
2019-05-09,18:57:29,3DDiff (nav),13,+44.4230003,-88.1363068,1349,1.1,1.1,+19.3,+55.3,-3.1,113.9,19,16.3,-2.0,1729,29.66,1486,+-675,115.2,,+-1.99,+-2.82,+-0.08,+0.10,+0.014,+0.884,30,,900,,,LOC,2,109.900,+0.74,-0.77,,,,,,680017FF N100 N97,34,00000004,100
2019-05-09,18:57:30,3DDiff (nav),13,+44.4234924,-88.1360703,1337,1.1,1.1,+18.3,+55.3,-3.8,113.3,19,16.2,-2.0,1717,29.66,1474,+-715,115.1,,+-1.91,+0.11,+0.10,+0.10,+-0.015,+1.160,30,,900,,,LOC,2,109.900,+0.69,-0.79,,,,,,620017FF N100 N99,34,00000004,100
2019-05-09,18:57:31,3DDiff (nav),13,+44.4239960,-88.1358566,1324,1.1,1.1,+17.6,+55.3,-4.1,112.8,18,15.7,-2.0,1705,29.66,1462,+-708,115.4,,+-1.81,+1.30,+-0.46,+0.09,+0.017,+1.110,30,,900,,,LOC,2,109.900,+0.62,-0.81,,,,,,620017FF N100 N100,34,00000004,100
2019-05-09,18:57:32,3DDiff (nav),13,+44.4244919,-88.1356354,1313,1.1,1.1,+17.3,+55.4,-3.1,112.8,17,15.1,-2.0,1693,29.66,1451,+-634,115.3,,+-0.98,+-1.38,+-0.23,+0.14,+0.026,+1.167,30,,900,,,LOC,2,109.900,+0.58,-0.83,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:33,3DDiff (nav),13,+44.4249916,-88.1354141,1304,1.1,1.1,+17.2,+55.4,-2.0,112.7,19,16.8,-2.0,1685,29.66,1442,+-463,115.1,,+-0.85,+4.73,+0.72,+0.04,+-0.026,+0.955,30,,900,,,LOC,2,109.900,+0.54,-0.83,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:34,3DDiff (nav),13,+44.4254875,-88.1352081,1299,1.1,1.1,+16.7,+55.5,-0.6,112.6,17,15.7,-2.0,1680,29.66,1437,+-330,114.3,,+1.43,+5.79,+-0.36,+0.09,+0.014,+1.094,30,,900,,,LOC,2,109.900,+0.47,-0.82,,,,,,620017FF N100 N100,34,00000004,100
2019-05-09,18:57:35,3DDiff (nav),13,+44.4259872,-88.1350021,1297,1.1,1.1,+17.3,+55.1,-0.8,112.3,18,16.3,-2.0,1676,29.66,1434,+-217,112.8,,+1.73,+4.81,+0.46,+0.10,+0.040,+0.959,30,,900,,,LOC,2,109.900,+0.42,-0.80,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:36,3DDiff (nav),13,+44.4264793,-88.1347809,1296,1.1,1.1,+17.8,+54.6,-0.4,111.7,18,16.5,-2.0,1674,29.66,1431,+-155,111.2,,+1.14,+5.89,+0.20,+0.08,+0.003,+1.022,30,,900,,,LOC,2,109.900,+0.36,-0.78,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:37,3DDiff (nav),13,+44.4269638,-88.1345520,1294,1.1,1.1,+18.2,+54.0,-0.4,110.9,18,16.6,-2.0,1672,29.66,1429,+-147,109.9,,+1.05,+6.61,+0.23,+0.10,+-0.006,+0.982,30,,900,,,LOC,2,109.900,+0.31,-0.74,,,,,,680017FF N99 N100,34,00000004,100
2019-05-09,18:57:38,3DDiff (nav),13,+44.4274483,-88.1343002,1292,1.1,1.1,+18.8,+53.4,-0.7,110.2,19,17.1,-2.0,1669,29.66,1427,+-153,109.1,,+0.73,+5.71,+0.65,+0.13,+0.027,+1.095,30,,900,,,LOC,2,109.900,+0.25,-0.71,,,,,,680017FF N99 N100,34,00000004,100
2019-05-09,18:57:39,3DDiff (nav),13,+44.4279251,-88.1340637,1289,1.1,1.1,+19.6,+52.9,-1.0,109.8,21,18.9,-2.0,1666,29.66,1424,+-156,109.1,,+0.47,+7.18,+0.79,+0.09,+0.029,+1.031,30,,900,,,LOC,2,109.900,+0.17,-0.67,,,,,,680017FF N98 N100,34,00000004,100
2019-05-09,18:57:40,3DDiff (nav),13,+44.4283943,-88.1338120,1287,1.1,1.1,+20.2,+52.5,-0.8,109.5,21,18.6,-2.0,1663,29.66,1421,+-181,108.9,,+0.74,+3.48,+0.54,+0.13,+0.026,+0.896,30,,900,,,LOC,2,109.900,+0.10,-0.63,,,,,,680017FF N97 N100,34,00000004,100
2019-05-09,18:57:41,3DDiff (nav),13,+44.4288635,-88.1335373,1283,1.1,1.1,+21.1,+52.1,-1.0,109.3,23,20.8,-2.0,1660,29.66,1418,+-209,109.3,,+0.77,+1.05,+1.24,+0.07,+-0.007,+1.029,30,,900,,,LOC,2,109.900,+0.04,-0.61,,,,,,680017FF N97 N100,34,00000004,100
2019-05-09,18:57:42,3DDiff (nav),13,+44.4293251,-88.1332703,1278,1.1,1.1,+21.3,+51.7,-1.5,108.8,22,19.4,-2.0,1656,29.66,1414,+-236,109.6,,+0.82,+0.01,+-1.14,+0.08,+0.049,+1.017,30,,900,,,LOC,2,109.900,-0.05,-0.62,,,,,,680017FF N96 N100,34,00000004,100
2019-05-09,18:57:43,3DDiff (nav),13,+44.4297867,-88.1329956,1273,1.1,1.1,+21.7,+51.3,-1.4,108.3,23,19.6,-2.0,1652,29.66,1409,+-254,110.0,,+0.60,+-6.70,+0.35,+0.09,+0.014,+1.098,30,,900,,,LOC,2,109.900,-0.14,-0.62,,,,,,680017FF N96 N100,34,00000004,100
2019-05-09,18:57:44,3DDiff (nav),13,+44.4302521,-88.1327286,1269,1.1,1.1,+21.0,+51.2,-1.1,107.6,21,18.4,-2.0,1648,29.66,1405,+-189,110.6,,+0.23,+-11.04,+-1.54,+0.06,+0.026,+0.956,30,,900,,,LOC,2,109.900,-0.20,-0.59,,,,,,680017FF N96 N100,34,00000004,100
2019-05-09,18:57:45,3DDiff (nav),13,+44.4307137,-88.1324921,1267,1.1,1.1,+19.8,+51.2,-0.3,106.9,19,16.0,-2.0,1646,29.66,1403,+-152,110.6,,+0.32,+-11.99,+-2.10,+0.05,+0.010,+1.069,30,,900,,,LOC,2,109.900,-0.29,-0.55,,,,,,680017FF N95 N100,34,00000004,100
2019-05-09,18:57:46,3DDiff (nav),13,+44.4311752,-88.1322632,1265,1.1,1.1,+17.9,+51.4,-0.4,106.0,17,13.9,-2.0,1644,29.66,1401,+-123,110.6,,+-0.28,+-11.81,+-2.15,+0.12,+0.036,+0.975,30,,900,,,LOC,2,109.900,-0.38,-0.53,,,,,,680017FF N94 N100,34,00000004,100
2019-05-09,18:57:47,3DDiff (nav),13,+44.4316368,-88.1320724,1265,1.1,1.1,+15.6,+51.7,-0.3,105.2,15,11.8,-2.0,1642,29.66,1400,+-100,109.9,,+-0.72,+-12.26,+-2.52,+0.05,+0.004,+1.056,30,,900,,,LOC,2,109.900,-0.43,-0.51,,,,,,680017FF N98 N100,34,00000004,100
2019-05-09,18:57:48,3DDiff (nav),13,+44.4321098,-88.1319122,1264,1.1,1.1,+13.3,+52.0,-0.4,104.5,12,8.7,-2.0,1640,29.66,1398,+-135,108.8,,+-0.86,+-9.74,+-2.35,+0.13,+0.009,+1.111,30,,900,,,LOC,2,109.900,-0.48,-0.49,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:49,3DDiff (nav),13,+44.4325790,-88.1317596,1262,1.1,1.1,+11.4,+52.2,-1.2,104.0,11,7.6,-2.0,1637,29.66,1395,+-198,108.8,,+-0.85,+-15.77,+-1.94,+0.05,+-0.022,+0.999,30,,900,,,LOC,2,109.900,-0.54,-0.46,,,,,,680017FF N100 N100,34,00000004,100
2019-05-09,18:57:50,3DDiff (nav),13,+44.4330482,-88.1316452,1257,1.1,1.1,+9.2,+52.4,-1.7,103.5,7,3.9,-2.0,1633,29.66,1390,+-280,108.5,,+-1.47,+-16.81,+-3.26,+0.04,+-0.004,+0.921,30,,900,,,LOC,2,109.900,-0.60,-0.44,,,,,,680017FF N100 N100,34,00000004,100
